Gıda,Kod,Gruplar,Grup Linkleri,Gıda Linki
"Yaprak sarma, etli, Safranbolu",12.02.0151,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-yaprak-sarma-etli-safranbolu-684
"Yaprak sarma, zeytinyağlı, Bursa",12.02.0110,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-yaprak-sarma-zeytinyagli-bursa-575
"Yaprak sarma, zeytinyağlı, İzmir",12.02.0107,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-yaprak-sarma-zeytinyagli-izmir-571
"Yaprak sarma, zeytinyağlı, Tokat",12.02.0108,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-yaprak-sarma-zeytinyagli-tokat-572
"Yaz helvası, cevizli, İstanbul",12.02.0012,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-yaz-helvasi-cevizli-istanbul-619
"Yaz helvası, cevizli, İzmir",12.02.0153,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-yaz-helvasi-cevizli-izmir-620
"Yaz helvası, cevizli, Safranbolu",12.02.0119,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-yaz-helvasi-cevizli-safranbolu-590
Yenidünya,09.01.0058,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-yenidunya-401
"Yenilebilir sakatat, dana  karaciğer",03.01.0011,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-yenilebilir-sakatat-dana-karaciger-71
"Yenilebilir sakatat, dana akciğer",03.01.0002,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-yenilebilir-sakatat-dana-akciger-76
"Yenilebilir sakatat, dana beyin",03.01.0003,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-yenilebilir-sakatat-dana-beyin-69
"Yenilebilir sakatat, dana böbrek",03.01.0005,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-yenilebilir-sakatat-dana-bobrek-74
"Yenilebilir sakatat, dana dalak",03.01.0007,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-yenilebilir-sakatat-dana-dalak-73
"Yenilebilir sakatat, dana dil",03.01.0008,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-yenilebilir-sakatat-dana-dil-70
"Yenilebilir sakatat, dana işkembe",03.01.0009,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-yenilebilir-sakatat-dana-iskembe-72
"Yenilebilir sakatat, dana kalp",03.01.0010,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-yenilebilir-sakatat-dana-kalp-75
"Yenilebilir sakatat, koyun bağırsak",03.01.0043,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-yenilebilir-sakatat-koyun-bagirsak-543
"Yer fıstığı, kuru",07.01.0004,Yağlı tohumlar ve kuru baklagiller,https://turkomp.tarimorman.gov.tr/?type=foods&group=7,https://turkomp.tarimorman.gov.tr/food-yer-fistigi-kuru-161
"Yoğurt, çilekli, tam yağlı",01.02.0023,Süt ve süt ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=1,https://turkomp.tarimorman.gov.tr/food-yogurt-cilekli-tam-yagli-749
"Yoğurt, homojenize, tam yağlı (süt yağı ≥ % 3.8)",01.02.0015,Süt ve süt ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=1,https://turkomp.tarimorman.gov.tr/food-yogurt-homojenize-tam-yagli-sut-yagi---3-8-4
"Yoğurt, homojenize, yarım yağlı (% 2 > süt yağı ≥ % 1.5)",01.02.0016,Süt ve süt ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=1,https://turkomp.tarimorman.gov.tr/food-yogurt-homojenize-yarim-yagli--2--sut-yagi---1-5-3
"Yoğurt, kaymaklı",01.02.0019,Süt ve süt ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=1,https://turkomp.tarimorman.gov.tr/food-yogurt-kaymakli-2
"Yoğurt, manda sütü",01.02.0018,Süt ve süt ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=1,https://turkomp.tarimorman.gov.tr/food-yogurt-manda-sutu-6
"Yoğurt, probiyotik, sade",13.02.0018,Özel beslenme amaçlı gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=14,https://turkomp.tarimorman.gov.tr/food-yogurt-probiyotik-sade-659
"Yoğurt, Silifke, Mersin",12.02.0068,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-yogurt-silifke-mersin-489
"Yoğurt, Silivri, İstanbul",12.02.0121,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-yogurt-silivri-istanbul-592
"Yoğurt, süzme, Burdur",12.02.0097,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-yogurt-suzme-burdur-559
"Yoğurt, süzme, Konya",12.02.0152,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-yogurt-suzme-konya-642
"Yoğurt, Van",12.02.0096,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-yogurt-van-558
"Yufka, böreklik, çiğ",06.02.0038,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-yufka-boreklik-cig-690
"Yufka, pişmiş",06.02.0037,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-yufka-pismis-680
Yulaf kepeği,06.02.0032,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-yulaf-kepegi-151
Yulaf unu,06.02.0033,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-yulaf-unu-152
"Yulaf, beyaz",06.01.0003,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-yulaf-beyaz-148
"Yulaf, kırmızı",06.01.0008,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-yulaf-kirmizi-149
"Yumurta, beyaz, pastörize",02.02.0002,Yumurta ve yumurta ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=2,https://turkomp.tarimorman.gov.tr/food-yumurta-beyaz-pastorize-33
"Yumurta, bıldırcın, tam",02.01.0001,Yumurta ve yumurta ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=2,https://turkomp.tarimorman.gov.tr/food-yumurta-bildircin-tam-29
"Yumurta, devekuşu, tam",02.01.0002,Yumurta ve yumurta ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=2,https://turkomp.tarimorman.gov.tr/food-yumurta-devekusu-tam-30
"Yumurta, sarı, pastörize",02.02.0001,Yumurta ve yumurta ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=2,https://turkomp.tarimorman.gov.tr/food-yumurta-sari-pastorize-34
"Yumurta, tavuk, beyaz (ak)",02.01.0005,Yumurta ve yumurta ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=2,https://turkomp.tarimorman.gov.tr/food-yumurta-tavuk-beyaz-ak-28
"Yumurta, tavuk, sarı",02.01.0006,Yumurta ve yumurta ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=2,https://turkomp.tarimorman.gov.tr/food-yumurta-tavuk-sari-27
"Yumurta, tavuk, tam",02.01.0007,Yumurta ve yumurta ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=2,https://turkomp.tarimorman.gov.tr/food-yumurta-tavuk-tam-26
Zargana,04.01.0017,Balık ve su ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=4,https://turkomp.tarimorman.gov.tr/food-zargana-97
"Zeytin ezmesi, siyah",09.02.0060,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-zeytin-ezmesi-siyah-758
"Zeytin, siyah, salamura",09.02.0053,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-zeytin-siyah-salamura-388
"Zeytin, siyah, sele",09.02.0052,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-zeytin-siyah-sele-389
"Zeytin, yeşil, kokteyl, biberli",09.02.0051,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-zeytin-yesil-kokteyl-biberli-390
"Zeytin, yeşil, salamura",09.02.0054,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-zeytin-yesil-salamura-391
"Zeytinyağı, rafine",05.02.0008,Sıvı ve katı yağlar,https://turkomp.tarimorman.gov.tr/?type=foods&group=5,https://turkomp.tarimorman.gov.tr/food-zeytinyagi-rafine-105
"Zeytinyağı, riviera",05.02.0009,Sıvı ve katı yağlar,https://turkomp.tarimorman.gov.tr/?type=foods&group=5,https://turkomp.tarimorman.gov.tr/food-zeytinyagi-riviera-104
"Zeytinyağı, sızma",05.02.0010,Sıvı ve katı yağlar,https://turkomp.tarimorman.gov.tr/?type=foods&group=5,https://turkomp.tarimorman.gov.tr/food-zeytinyagi-sizma-103
"Zile pekmezi (beyaz, sert, üzüm pekmezi)",12.02.0067,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-zile-pekmezi-beyaz-sert-uzum-pekmezi-488
Zingit,09.01.0061,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-zingit-732
"Tahin helvası, İstanbul",12.02.0124,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-tahin-helvasi-istanbul-598
"Tahin helvası, İzmir",12.02.0148,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-tahin-helvasi-izmir-640
"Tahin helvası, Safranbolu",12.02.0123,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-tahin-helvasi-safranbolu-597
"Tahin, İstanbul",12.02.0026,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-tahin-istanbul-440
"Tahin, Konya",12.02.0149,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-tahin-konya-638
"Tam tahıllı gevrek, meyveli",13.02.0005,Özel beslenme amaçlı gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=14,https://turkomp.tarimorman.gov.tr/food-tam-tahilli-gevrek-meyveli-681
"Tarhana, kuru, Beypazarı, Ankara",12.02.0056,"Tahıl ve tahıl ürünleri, Geleneksel gıdalar","https://turkomp.tarimorman.gov.tr/?type=foods&group=6, https://turkomp.tarimorman.gov.tr/?type=foods&group=13",https://turkomp.tarimorman.gov.tr/food-tarhana-kuru-beypazari-ankara-484
"Tarhana, kuru, Gediz, Kütahya",12.02.0071,"Tahıl ve tahıl ürünleri, Geleneksel gıdalar","https://turkomp.tarimorman.gov.tr/?type=foods&group=6, https://turkomp.tarimorman.gov.tr/?type=foods&group=13",https://turkomp.tarimorman.gov.tr/food-tarhana-kuru-gediz-kutahya-515
"Tarhana, kuru, Uşak",12.02.0070,"Tahıl ve tahıl ürünleri, Geleneksel gıdalar","https://turkomp.tarimorman.gov.tr/?type=foods&group=6, https://turkomp.tarimorman.gov.tr/?type=foods&group=13",https://turkomp.tarimorman.gov.tr/food-tarhana-kuru-usak-514
"Tarsus şalgamı, Mersin",12.02.0055,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-tarsus-salgami-mersin-481
"Tatlandırıcı, sodyum siklamat, sodyum sakarin bazlı, tablet",13.02.0019,Özel beslenme amaçlı gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=14,https://turkomp.tarimorman.gov.tr/food-tatlandirici-sodyum-siklamat-sodyum-sakarin-bazli-tablet-658
"Tatlandırıcı, sorbitol ve sakarin bazlı, toz",13.02.0017,Özel beslenme amaçlı gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=14,https://turkomp.tarimorman.gov.tr/food-tatlandirici-sorbitol-ve-sakarin-bazli-toz-657
"Tavşan eti, derisiz",03.01.0038,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-tavsan-eti-derisiz-57
"Tavşanlı leblebisi, Kütahya",12.02.0116,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-tavsanli-leblebisi-kutahya-584
"Tavuk suyu, tablet  (bulyon)",12.02.0002,Muhtelif gıda,https://turkomp.tarimorman.gov.tr/?type=foods&group=12,https://turkomp.tarimorman.gov.tr/food-tavuk-suyu-tablet-bulyon-434
Tekesakalı,08.01.0094,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-tekesakali-721
"Tel kadayıf, çiğ (hammadde, Antakya künefesi)",12.02.0150,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-tel-kadayif-cig-hammadde-antakya-kunefesi-641
"Tel kadayıf, çiğ (hammadde, Erzurum kadayıf dolması)",12.02.0089,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-tel-kadayif-cig-hammadde-erzurum-kadayif-dolmasi-545
"Tel kadayıf, çiğ, Bingöl",12.02.0090,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-tel-kadayif-cig-bingol-546
"Tel kadayıf, çiğ, Diyarbakır",12.02.0092,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-tel-kadayif-cig-diyarbakir-548
Tere,08.01.0062,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-tere-257
"Tereyağı, kahvaltılık, pastörize (süt yağı ≥ % 82)",01.02.0014,Süt ve süt ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=1,https://turkomp.tarimorman.gov.tr/food-tereyagi-kahvaltilik-pastorize-sut-yagi---82-25
Tirsi,04.01.0016,Balık ve su ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=4,https://turkomp.tarimorman.gov.tr/food-tirsi-98
"Ton balığı, konserve, ayçiçek yağında",04.02.0002,Balık ve su ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=4,https://turkomp.tarimorman.gov.tr/food-ton-baligi-konserve-aycicek-yaginda-99
Tonik,11.02.0011,İçecekler,https://turkomp.tarimorman.gov.tr/?type=foods&group=11,https://turkomp.tarimorman.gov.tr/food-tonik-420
"Toz meşrubat, limonlu",11.02.0012,İçecekler,https://turkomp.tarimorman.gov.tr/?type=foods&group=11,https://turkomp.tarimorman.gov.tr/food-toz-mesrubat-limonlu-421
"Trabzon hurması, meyve et rengi kahverengi, kararsız",09.01.0047,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-trabzon-hurmasi-meyve-et-rengi-kahverengi-kararsiz-318
"Trabzon hurması, meyve et rengi sarı, kararlı",09.01.0046,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-trabzon-hurmasi-meyve-et-rengi-sari-kararli-319
Tritikale,06.01.0013,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-tritikale-155
"Türk kahvesi, İstanbul",12.02.0057,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-turk-kahvesi-istanbul-487
"Turp, Fındık",08.01.0063,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-turp-findik-252
"Turp, kırmızı iri",08.01.0064,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-turp-kirmizi-iri-251
"Turp, siyah",08.01.0065,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-turp-siyah-253
"Turşu, acur",08.02.0053,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-tursu-acur-205
"Turşu, biber",08.02.0039,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-tursu-biber-180
"Turşu, fasulye",08.02.0029,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-tursu-fasulye-209
"Turşu, havuç",08.02.0024,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-tursu-havuc-262
"Turşu, kelek",08.02.0018,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-tursu-kelek-197
"Turşu, lahana",08.02.0016,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-tursu-lahana-247
"Turşu, pancar, kırmızı",08.02.0054,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-tursu-pancar-kirmizi-273
"Turşu, salatalık, Gedelek, Bursa",12.02.0125,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-tursu-salatalik-gedelek-bursa-599
"Tuz, iri salamura",12.02.0024,Muhtelif gıda,https://turkomp.tarimorman.gov.tr/?type=foods&group=12,https://turkomp.tarimorman.gov.tr/food-tuz-iri-salamura-443
"Tuz, sofra, iyotlu",12.02.0023,Muhtelif gıda,https://turkomp.tarimorman.gov.tr/?type=foods&group=12,https://turkomp.tarimorman.gov.tr/food-tuz-sofra-iyotlu-430
"Tuz, sofra, iyotsuz",12.02.0029,Muhtelif gıda,https://turkomp.tarimorman.gov.tr/?type=foods&group=12,https://turkomp.tarimorman.gov.tr/food-tuz-sofra-iyotsuz-667
"Un, düşük proteinli, glutensiz, PKU",13.02.0011,Özel beslenme amaçlı gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=14,https://turkomp.tarimorman.gov.tr/food-un-dusuk-proteinli-glutensiz-pku-662
"Un, glutensiz",13.02.0013,Özel beslenme amaçlı gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=14,https://turkomp.tarimorman.gov.tr/food-un-glutensiz-650
"Üzüm suyu, kırmızı",09.02.0046,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-uzum-suyu-kirmizi-330
"Üzüm, beyaz şaraplık, Narince çeşidi",09.01.0051,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-uzum-beyaz-saraplik-narince-cesidi-503
"Üzüm, beyaz, erkenci, Yalova İncisi",09.01.0048,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-uzum-beyaz-erkenci-yalova-incisi-322
"Üzüm, beyaz, geç mevsim, Müşküle çeşidi",09.01.0049,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-uzum-beyaz-gec-mevsim-muskule-cesidi-328
"Üzüm, beyaz, orta mevsim, Razaki çeşidi",09.01.0050,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-uzum-beyaz-orta-mevsim-razaki-cesidi-324
"Üzüm, kırmızı şaraplık, Kalecik Karası çeşidi",09.01.0052,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-uzum-kirmizi-saraplik-kalecik-karasi-cesidi-504
"Üzüm, renkli, erkenci, Kardinal çeşidi",09.01.0053,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-uzum-renkli-erkenci-kardinal-cesidi-323
"Üzüm, renkli, geç mevsim, Hönüsü çeşidi",09.01.0054,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-uzum-renkli-gec-mevsim-honusu-cesidi-329
"Üzüm, renkli, orta mevsim, Alphonse Lavalle çeşidi",09.01.0055,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-uzum-renkli-orta-mevsim-alphonse-lavalle-cesidi-325
"Üzüm, siyah, çekirdekli, kuru",09.02.0044,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-uzum-siyah-cekirdekli-kuru-327
"Üzüm, yuvarlak, çekirdeksiz, Sultaniye, kuru",09.02.0045,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-uzum-yuvarlak-cekirdeksiz-sultaniye-kuru-326
Acur,08.01.0001,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-acur-204
Afyon pastırması,12.02.0073,"Et ve et ürünleri, Geleneksel gıdalar","https://turkomp.tarimorman.gov.tr/?type=foods&group=3, https://turkomp.tarimorman.gov.tr/?type=foods&group=13",https://turkomp.tarimorman.gov.tr/food-afyon-pastirmasi-518
Ahududu,09.01.0001,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-ahududu-381
"Ahududu, dondurulmuş",09.02.0001,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-ahududu-dondurulmus-383
Ak sirken,08.01.0096,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-ak-sirken-723
"Alabalık, Gökkuşağı, yetiştirme",04.01.0001,Balık ve su ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=4,https://turkomp.tarimorman.gov.tr/food-alabalik-gokkusagi-yetistirme-513
Alagömeç,08.01.0081,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-alagomec-708
Ananas,09.01.0002,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-ananas-403
"Antep baklavası, fıstıklı",12.02.0117,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-antep-baklavasi-fistikli-586
"Antep fıstığı, iç, kavlatılmamış, taze",09.01.0059,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-antep-fistigi-ic-kavlatilmamis-taze-405
"Antep fıstığı, iç, kavrulmuş",09.02.0058,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-antep-fistigi-ic-kavrulmus-688
"Armut, kışlık, Deveci çeşidi",09.01.0004,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-armut-kislik-deveci-cesidi-357
"Armut, yazlık, Santa Maria çeşidi",09.01.0003,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-armut-yazlik-santa-maria-cesidi-358
"Aromalı içecek, gazlı, portakal aromalı",11.02.0001,İçecekler,https://turkomp.tarimorman.gov.tr/?type=foods&group=11,https://turkomp.tarimorman.gov.tr/food-aromali-icecek-gazli-portakal-aromali-410
"Aromalı içecek, gazlı, sade",11.02.0003,İçecekler,https://turkomp.tarimorman.gov.tr/?type=foods&group=11,https://turkomp.tarimorman.gov.tr/food-aromali-icecek-gazli-sade-412
Arpa unu,06.02.0001,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-arpa-unu-113
"Arpa, altı sıralı",06.01.0001,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-arpa-alti-sirali-112
"Arpa, iki sıralı",06.01.0006,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-arpa-iki-sirali-111
"Asma yaprağı, salamura",09.02.0005,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-asma-yapragi-salamura-331
"Aşure, Ankara",12.02.0040,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-asure-ankara-452
